__index_level_0__,answers,context,document_id,question,title
1368,"{'answer_start': [67], 'text': ['1945년 11월 11일']}","조소문화회(朝蘇文化協會)는 조선민주주의인민공화국의 작은 군사정권하에 설립된 조선민주주의인민공화국의 문화단체이다. \n\n1945년 11월 11일에 38선 이북 조선 지역과 소련 간의 문화 교류를 목적으로 평양에서 설립되었다. 설립 취지는 같은 날 설립된 조각우호협회의 취지와 비슷하다. 민간단체나 공익단체로서의 성격이 강했다. \n\n조직의 목표는 ""소비에트 문화의 과학적 입수를 통해 한국의 민족 문화를 건설함과 동시에 국제적 수준으로 향상시키는 것""입니다. 소규모 군사정권의 정치성으로 인해 38선 이북 조선의 문화예술계에서 유력한 조직체로 활약하며 소비에트 문화의 수용을 주도하였다. 조각문화협회 중앙위원장은 소설가 이기영, 부위원장은 임화, 이기영이었다. \n\n주로 연구 발표회, 강연회, 토론회, 보고회 등을 하고, 소련 학자를 초청하여 강연을 하고, 심지어 소련에 대표단을 파견하기도 합니다. 중앙위원회의 사회 과학 및 문학. 예술, 체육 및 자연 과학 분과위원회가 설치되었습니다. 문학부는 소련 서적을 번역·배포했고 소련 영화도 소개됐다. \n\n1946년 '조각문화'라는 신문이 창간되었습니다. 1949년에 잡지는 The Sculpture Friendship으로 이름이 변경되었습니다. \n\n조각문화협회는 군정이 들어선 38도선 이북의 조선으로 소비에트 문화가 대량 유입되는 과정에서 공식 채널의 역할을 맡았다. 소비에트 문화의 경험과 업적을 체계적으로 소화하고 대중에게 보급하는데 큰 기여를 했다는 평가를 받고 있다.",mrc-0-002080,조소문화협회가 만들어진 시기는?,조소문화협회
1848,"{'answer_start': [474], 'text': ['여초(呂超)']}","여소는 이광의 둘째 아들로 396년에 세자로 즉위하였다. \n\n399년에 여광이 중병이 들자 여광이 여소에게 왕위를 물려주고 천왕으로 삼았고, 이어 그녀의 이복형제인 태원군, 공태원, 공상산이 뒤를 이었다. 유홍(呂弘)을 각각 황제와 사도로 삼고 스스로를 태상제(太上皇帝)라 칭하고 얼마 지나지 않아 사망하였다. 유광이 죽자 여소에게 “아무것도 하지 말고 공경하라, 여찬은 6군을 이끌고, 여홍은 궁정을 다스리게 하고, 중요한 일은 두 형에게 맡기라. 괜찮을 것이라고 말했다. 또한 여광은 지난번에 여찬과 여홍에게 형제들이 화해하고 재앙을 막고 황실의 축복을 대대로 전해야 한다고 조언했다. 그는 경고하고 그의 말을 듣지 말라고 충고했습니다. \n\n그날 여광이 죽자 여소는 생각을 미루었지만 여찬은 이를 무시하고 영안실로 가서 노래를 부르고 애도했다. 그래서 여소는 여찬을 두려워하여 그에게 왕위를 물려주려 했지만 거절했다.  여소의 사촌형인 여초(呂超)는 이러한 여찬의 행위를 우려하여 여소에게 여찬을 제거하라고 권하였으나 여소는 따르지 않았다. \n\n잠시 후 여홍은 여찬에게 황제의 자리를 찬탈하자고 비밀리에 제안했고, 그날 밤 여찬과 여홍은 궁을 습격했다. 여소는 반격을 위해 금군을 보냈지만 평소 여찬을 두려워하던 금군은 모두 싸우지 않고 무너졌다. 여찬은 궁에 들어서자 마침내 스스로 목숨을 끊었다. \n\n여찬이 즉위한 후 은왕(隱王)이라는 칭호를 받았다.",mrc-0-002818,여소가 황제를 양보하려한 인물에 대해 부정적으로 말한 사람은?,여소
2447,"{'answer_start': [1088], 'text': ['사건 자체의 의미']}","정보 이론에서 시스템은 발신자, 채널 및 수신자를 사용하여 모델링됩니다. 보낸 사람은 채널을 통해 전달되는 메시지를 만듭니다. 채널은 특정 방식으로 메시지를 변경합니다. 수신자는 어떤 메시지가 전송되었는지 추론하기를 원합니다. 이 문맥에서 정보 엔트로피(또는 섀넌 엔트로피)는 각 메시지에 포함된 정보의 예상 값(평균)입니다. '메시지'는 모든 정보 흐름에 대해 모델링할 수 있습니다. \n\n기술적 관점에서 정보는 가능한 이벤트 또는 메시지의 확률 분포의 음의 로그로 정의할 수 있습니다. 각 이벤트의 정보 양은 예상 값 또는 평균이 Shannon 엔트로피인 랜덤 변수를 형성합니다. 엔트로피의 단위는 정의에 사용된 로그의 밑이 무엇인지에 따라 shannon, nat 또는 hartley입니다. 그러나 Shannon의 경우 보통 비트로 표현된다. \n\n확률 분포의 로그는 독립적인 소스에 대해 추가할 수 있으므로 엔트로피의 단위로 사용하는 데 매우 유용합니다. 예를 들어, 동전 1개를 던지면 엔트로피는 1 Shannon이고, m개의 동전을 던지면 엔트로피는 m Shannon입니다. n이 2의 거듭제곱이면 일반적으로 n 값 중 하나를 취하는 변수를 나타내기 위해 log(n) 비트가 필요합니다. 모든 값의 발생 확률이 같으면 엔트로피(Shannon으로 표현)는 비트 수와 같습니다. 비트 수와 섀넌이 동일한 경우는 모든 결과의 발생 확률이 동일한 경우로 제한된다. 한 이벤트가 다른 이벤트보다 발생할 가능성이 더 높으면 해당 이벤트에 대한 관찰이 제공할 수 있는 정보가 거의 없습니다. 반대로 희귀한 사건을 관찰하면 더 많은 정보를 얻을 수 있습니다. 확률이 낮은 사건에 대한 관찰은 발생할 가능성이 적기 때문에 순 효과는 고르지 않게 분포된 데이터에서 얻은 log(n)보다 엔트로피가 작습니다. 이벤트가 발생하는 것이 확실하면 엔트로피는 0입니다. Shannon 엔트로피는 소스의 확률 분포가 알려진 경우 이러한 모든 고려 사항을 수량화합니다. 관찰된 사건의 의미(메시지의 의미)는 엔트로피를 정의할 때 중요하지 않습니다.  엔트로피는 특정한 사건이 일어날 확률만을 고려함으로써 사건의 배후에 존재하는 확률분포에 대한 정보를 캡슐화할뿐 사건 자체의 의미는 포함하지 않는다. \n\n일반적으로 엔트로피는 무질서 또는 불확실성을 나타냅니다. Shannon 엔트로피의 개념은 Claude Shannon이 1948년 ""수학적 커뮤니케이션 이론""이라는 논문에서 소개했습니다. Shannon 엔트로피는 정보 소스를 손실 없이 인코딩하거나 압축할 때 가능한 최상의 평균 길이에 대한 절대 제한을 제공합니다. 레니 엔트로피는 섀넌 엔트로피를 일반화한 것입니다.",mrc-0-003721,엔트로피에서 배제하는 것은?,정보 엔트로피
2457,"{'answer_start': [463], 'text': ['김경조']}","1392년(고려 공양왕 4년) 4월 4일 저녁 정몽주는 이성계를 만나 정황을 확인하기 위해 귀가하던 중이었다. 이방원은 자신을 이성계의 집에 초대했다고 한다. 이때 이방원은 이미 부하인 조영규에게 철퇴를 꺼내 선죽교 다리 밑에 숨고, 지나가던 정몽주를 때려 죽이라고 명령했다. 조영규와 무사들이 등장하자 묘한 분위기를 감지하고 이성계의 집을 말을 타고 떠났지만, 돌아오자 친구 집에 들러 술 한 잔을 한 뒤 말을 타고 뒤로 끌고 갔다. 녹사 김경조(金慶祚). 이에 녹사는 포은 교수가 술에 취한 것이 아니냐고 물었다.\n\n부모님의 몸을 물려받아 맑은 정신으로 죽을 수 없어서 술을 마셨다. 답장을\n\n합니다. 그 말을 알아듣지 못한 녹사는 말을 끌고 선죽교까지 갔다.  선죽교를 넘으려 할 때 궁사가 말 혹은 정몽주를 저격하여 넘어트렸고, 순간 4∼5명의 괴한이 나타나 낙마하여 부상을 입은 정몽주와 그를 감싸안고 보호하던 김경조를 철퇴 또는 몽둥이로 내리쳐 때려 죽였다. 이때 그가 흘린 피의 일부는 개성 선죽대교 교각에 묻혔고, 1945년 김구(金九)가 선죽대교를 찾은 이후에도 그 흔적이 남아 있다는 기록이 있다. 그 후 선죽대교의 갈라진 틈에서 대나무가 충성을 나타내기 위해 솟아올랐다는 전설이 있다.",mrc-0-003743,암살자로부터 정몽주를 지키려다 죽은 사람은?,선죽교
2325,"{'answer_start': [264], 'text': ['1946년']}","전쟁이 끝난 후 Du Yuming은 중국 남서부에서 국민당 정부의 입지를 강화하는 데 도움을 주었습니다. 1945년 10월 운남의 군벌 룽윈(Long Yun)이 제거된 후, 그는 중국 북부로 이동하여 국민당의 통치를 강화하라는 명령을 받았습니다. 1945년 남북 전쟁이 재개되는 동안 Du Yuming은 수많은 전투에서 승리했습니다. 1945년 11월 싼하이관(三海關)을 탈환하고 11월 22일 금주(金州)를 점령하여 공산당이 북을 탈환하고 휴전하는 것을 막았다. \n\n1946년 4월, 국공 내전이 재개되었고 5월 시핑 전투에서 그는 린뱌오 장군을 격퇴시켰다. 5월 21일 공주령을 함락하고 이틀 후 장춘을 함락시켰다. 그의 공격은 그의 군대가 너무 커지는 것을 막기 위해 송화강 남쪽에서 중단되었습니다. Duyiming의 승리는 George Marshall이 이끄는 내전 휴전을 가져왔고 Duyiming은 그의 공급 및 통신 라인을 복구했습니다. \n\n1947년 1월 중국 북부에 휴전 협정이 체결되었습니다. 그러나 두유밍의 한만 국경에서 중국 공산당이 공격을 받으면서 전쟁이 재개되었다. 그러나 유격전, 매복, 공성전이 일어나자 린뱌오의 20,000명의 군대가 공산당에 의해 전멸되었다. 공산군이 Du Yuming의 군대가 통과 한 지점에서 도로, 교량, 철도, 요새, 전력선 및 보트와 같은 산업 기반 시설을 파괴함에 따라 국가 혁명군의 위상은 약화되었습니다. 결국 Du Yuming의 군대가 통화에서 고립되었을 때 Du Yuming은 공산당 본부가 위치한 Linjiang 지역을 공격했지만 매복에 패배했습니다. 이후 장개석에게 도움을 요청했으나 거절당했다. \n\n1947년 여름 패배 후 장춘, 길림, 시핑, 랴오닝의 방어를 강화했습니다. 이 지역은 베이징과 난징을 연결하는 요충지였습니다. 수비가 빡빡했기 때문에 역습이 가능한 지역을 효과적으로 수비하고, 캠페인 초기 계획을 포기했다. \n\n6월 11일, 임표의 군대는 시핑을 탈환하고 두위밍의 군대를 포위했습니다. 임뱌오의 군대가 도착하기 전에 두위밍은 그의 군대를 방어에 유리한 지역으로 옮겼다. 공산군의 1차 공격에서는 공세측에서 많은 사상자가 발생하였다. Xiping의 방어도 효율적인 공중 지원을 받았습니다. 공산군은 시핑(西平)을 탈환하기 위해 두 차례 공격했지만 패했다. 6월 중순부터 공산군은 소모전으로 지쳐 6월 24일부터 허베이성에서 국민당 지원군이 도착했다. 7월 1일, 포위가 풀렸고 공산군은 송강 북쪽으로 철수했다. \n\n시핑 전투에서 공산군은 13,000~40,000명의 사상자를 냈지만 국가혁명군은 3,000명을 약간 넘는 수준으로 줄었습니다. 국민당의 기록에 따르면, 그들은 94,000명의 포로를 잡았고 143,000명의 Lin Biao의 군대가 파괴되었다고 믿었습니다. 공산당은 병력의 20% 이상이 사상자라고 보고했다. 장개석은 전투의 승리에 기뻐했지만 중국 북동부에서 Du Yuming이 소환되어 Chen Qing이 그 자리를 대신했습니다. 천청은 임뱌오에게 패하고 1948년 만주는 공산당의 지배를 받았다.",mrc-0-003545,두위밍이 창춘 시를 점령한 해는?,두위밍
1402,"{'answer_start': [31], 'text': ['아인슈타인']}","일반 상대성 이론\n\n일반 상대성 이론은 1915년에 아인슈타인이 발표하였다. (1915년 11월 25일 프로이센 과학 아카데미에서 제출) 일반 상대성 이론은 특수 상대성 이론의 확장으로 쉽게 이해할 수 있습니다. 이 이론은 뉴턴의 고전물리학에 일격을 가함으로써 새로운 물리이론의 길을 열었다는 점에서 의의가 있다. \n\n일반 상대성 이론을 시작하기 전에 개발해야 할 가정을 하나 만들어 보겠습니다. \n\n등가의 원리\n-가속도 좌표계에서 지구에 의한 중력과 중력가속도 g와 같은 가속도를 가진 중력의 작용 방향과 반대 운동에 의한 관성력을 구별할 수 없습니다. \n\n즉, 관성 질량과 중력 질량의 측정값이 같습니다. \n\n1. 시공\n일반 상대성 이론에서 아인슈타인은 '시공간은 4차원의 연속체, 즉 시간과 공간이 결합된 것'이라고 확인했습니다. 뉴턴은 시공간이 시간과 공간으로 분리되어 서로 영향을 받지 않는 별도의 공간이며, 공간의 한 지점에 있는 물체는 어떤 영향도 받지 않는다고 생각한 반면, 아인슈타인의 사고 실험인 아인슈타인은 공간에 위치하는 일정한 질량을 가진 물체에 대한 공간의 곡률과 상호작용을 제시하였다. \n\n2. 중력\n아인슈타인은 가속 시스템에 뉴턴의 중력을 적용했습니다. 그는 중력 가속도 g의 크기만큼 가속하는 가속도계에서 물체와 중력을 받는 물체를 구별하는 것이 불가능하다는 이론을 제시함으로써 가속도계가 관성계로 해석될 수 있음을 보여주었다. \n\n3. 중력으로 인한 시간 팽창\n가속도계도 관성계로 인식할 수 있습니다. 따라서 가속도계의 물체는 관성계에서 물체의 움직임으로 판단할 수 있으며, 특수상대성이론에 따라 시간지연이 발생함을 알 수 있다. 그 결과 중력을 받는 물체는 통과하는 시간이 느려집니다. \n\n4. 공간 왜곡으로 인한 현상\n4-1. 빛의 굽힘: 빛의 움직임을 가속도계에 적용하면 빛이 구부러진 것을 알 수 있습니다. 따라서 중력에 의해 빛이 휘어지는 것을 알 수 있습니다\n\n4-2. 중력렌즈 효과: 일식이 일어날 때 관찰할 수 있는 현상이다. 태양 뒤에 위치하며 태양의 중력에 의해 가려져 그 빛이 휘어져 우리 눈에 들어오는 천체입니다. 이 현상을 흔히 '아인슈타인의 십자가'라고 합니다. \n\n4-3. 블랙홀: 질량이 매우 큰 천체는 공간을 왜곡하여 빛도 삼킬 수 있습니다. \n\n5. 일반 상대성 이론의 증거\n① 에딩턴의 일식 관측: 지구에서 별을 관찰할 때 태양이 있는 별과 없는 별의 관측 위치를 별과 지구 사이에서 비교하여 빛의 휘어짐을 관찰\n \n② 수성의 세차운동 : 뉴턴의 이론에 따르면 100년 동안 574''만큼 이동해야 하지만 실제 세차 관측에서는 43'' 정도의 오차를 보였다. 그러나 이러한 차이는 일반 상대성 이론에서 시공간의 곡률을 고려한 결과 정확하게 설명된다. 대표적인 예가 퀘이사다. (퀘이사는 은하의 중력 때문에 지구에 있는 4개의 빛나는 쌍둥이 별으로 오인되었습니다. )\n\n④ 중력파 : 천체의 중력붕괴나 초신성 폭발과 같은 우주적 현상에 의해 발생하며, 시공간의 왜곡이 빛의 속도로 파동처럼 전달된다. (이전에는 발견되지 않았으나 최근에 블랙홀에서 발견되었습니다. )\n\n⑤ GPS : 위성이 움직이기 때문에 시차가 있습니다. 속도와 중력의 작용을 고려하여 수정해야 합니다. \n\n⑥ 블랙홀: 질량이 매우 큰 천체는 공간을 휘게 하여 천체를 통과하는 빛까지도 흡수한다. (2차원 평면에서 시간의 곡률을 그린 아인슈타인의 그림을 보면 블랙홀의 질량이 매우 커서 평면 자체가 심하게 찌그러져 있다. 이때 블랙홀에는 빛조차 넘으면 절대 빠져나갈 수 없는 선이 있다. ",mrc-0-002136,특수 상대성이론의 확장판을 발표한 사람은?,상대성이론
558,"{'answer_start': [129], 'text': ['615년']}","보니파시오 4세는 발레리아에서 태어난 마르시아인이자 의사인 요하네스의 아들이었습니다. 교황 보니파시오 3세가 사망한 후, 그는 10개월의 공석 후에 교황으로 선출되었다. 그는 9월 15일에 주교로 서품되었다.  그가 선종한 날짜는 615년 5월 8일이라고 전해진다\n\n교황 그레고리오 1세가 재임하던 시절에 그는 로마 교회의 부제로서 교회가 소유한 수익형 농지들의 행정관리 직책(dispensator)을 맡고 있었다\n\n609년 5월 13일 보니파시오 4세는 동로마 제국의 황제 포카스의 동의를 구하고, 로마에 있는 판테온을 기독교 성당으로 개축하도록 지시하였다. 그는 목성, 금성, 화성과 같은 고대 로마의 모든 신들과 판테온의 아그리파 동상을 모두 파괴했습니다. 그리고 판테온 봉헌식 후에 성모 마리아와 순교한 모든 성인들을 위한 의식이 거행되었습니다. 그런 다음 카타콤에 묻힌 순교자의 유해를 28개의 바구니로 나누어 판테온에 설치된 중앙 제단 아래에 안치했습니다. 이것은 로마에서 이교도 모스크를 기독교 교회로 개조한 최초의 사례입니다.\n\n교황 보니파시오 4세의 통치 기간 동안 런던의 초대 주교인 멜리토는 새로운 영국 교회인 교회에 관한 중요한 문제를 교황과 논의했습니다. 영국의. 하기 위해 로마에 갔다 수도자의 삶과 평화를 주제로 소집된 로마 시노드에 참석하여 영국 국교회가 지켜야 할 사항에 대해 캔터베리 대주교 로렌스, 영국의 모든 사제, 켄트의 아델베르트 왕과 모든 것을 그는 영국인에게 알리기 위해 영국으로 돌아갔다. \n\n612년부터 615년까지 오늘날의 이탈리아 봄비오에 살았던 아일랜드 선교사 골룸바노는 롬바르디아 왕국의 아길루프 왕의 요청으로 삼경의 정죄에 관해 보니파시오 4세에게 편지를 썼습니다. . 그는 553년 교황이 소집한 제2차 콘스탄티노플 공의회를 이단으로 고발했으며, 교황으로서의 정당성을 입증하기 위해 새로운 공의회를 소집할 것을 강력히 촉구했다. 그는 편지에 다음과 같이 썼습니다. “세상의 가장 외진 곳에 사는 우리 아일랜드 사람들은 성 베드로와 성 바오로의 추종자들이며, 성령의 인도하심으로 성전을 쓴 제자들입니다. 우리는 이 복음과 사도들의 가르침 외에는 아무것도 받지 않습니다. … 나는 이 나라에서 성 베드로 대성당의 나쁜 평판으로 인해 매우 고통받고 있음을 고백합니다. … 로마는 위대하고 널리 알려져 있지만 우리에게 영광스럽고 위대한 것은 바로 이 베드로의 자리 때문입니다. 성부, 늑대에 맞서 당신의 양 떼 앞에 서서 교회의 평화를 지켜주소서. \n\n보니파시오 4세는 개인 거주지를 수도원으로 개조한 후 그곳에서 살다가 사망했습니다. 그의 시신은 성 베드로 대성당 현관에 묻혔습니다. 그의 유해는 10세기와 11세기에 세 번, 그리고 13세기 말에 교황 보니파시오 8세에 의해 묻혔습니다. 1603년 10월 21일, 그는 마침내 성 베드로 대성당에 다시 묻혔습니다.\n\n그가 죽은 후 성인으로 시성되었습니다. 5월 8일이다.",mrc-1-000861,보니파시오 4세가 사망한 해는?,교황 보니파시오 4세
1666,"{'answer_start': [448], 'text': ['유길준']}","본사는 전라북도 고창군 고창읍이며 본관은 영양이다. 당시 그는 부모님의 가업을 이어받아 주요 교통 및 상업의 중심지인 강경포 북촌 일대에서 도매업에 종사했다. \n\n천장욱과 그의 어머니는 1891년 강경지역에 들어온 일본인 5명의 목숨을 구했고, 1894년 동학농민운동이 발발하자 농민군에 몸값을 지불하고 일본인 3명을 구했다. 은인이라 불릴 만큼 헌신적으로 도왔다. 이러한 공로를 인정받아 조선에 들어온 일본인이 세운 기업인 계림장업단(鷄林奬業團)으로부터 감사장을 받았다. 계림장업단은 조선에 들어온 일본인 행상인의 권익을 보호하기 위해 결성되었지만, 실상 유랑자의 참여에 문제를 일으킨 조직이었다. \n\n1902년 유길준은 일본 사관학교 졸업생들과 결탁하여 내각 전복을 시도한 쿠데타 음모에 가담했고, 국가범으로 일본으로 도피했다.  계획이 사전에 누설되어 실패로 돌아간 이 사건에서 천장욱은 유길준의 자금원 역할을 맡았다. 일본 망명 중 같은 사건으로 피난한 최린을 손병희와 연결시킨 것으로 추정된다. \n\n일본의 힘은 곧 강해졌고, 4년 만에 1906년 특사를 파견하여 한국으로 돌아와 1909년에 전라북도 임실군 지사로 취임하여 공직에 오르기 위해. 1910년 한일병합조약이 체결된 후에도 임실군수직을 유지하여 여산군(현 익산시), 장장군(현 고창군), 1920년까지 약 10년간 고창군. \n\n1921년 중앙사관학교 개편 과정에서 진정한 진실이 되어 2년 후 은퇴할 때까지 복무했다. 1912년과 1915년에는 총독으로 재직하면서 일본 정부로부터 각각 한일병합 기념관과 다이쇼 기념관을 받았다.",mrc-0-002554,1902년 쿠데타 사건에서 천장욱은 누구에게 돈을 대주었는가?,천장욱
551,"{'answer_start': [116], 'text': ['키우스의 미트리다테스']}","폰토스 지역은 원래 페르시아 사트라프인 샤트랍의 카파도키아(카파투카) 지역의 일부였습니다.  기원전 4세기 폰토스 왕국을 세운 페르시아계 가문은 미시아 지역의 그리스 도시 키우스 (또는 키오스)를 다스렸고, 키우스의 미트리다테스라는 인물이 여기 가문 최초로 알려진 사람이였다. 그의 아들 Cyus의 Ariobarzanes II는 Phrygia의 Shatrap이 되었습니다. 그는 아테네의 강력한 동맹자였으며 심지어 아르타크세르크세스 2세에게 반란을 일으켰지만 그의 아들 키우스의 미트리다테스 2세에게 배신당했습니다. 미트디라테스 2세는 알렉산드로스가 페르시아를 정복한 후에도 통치자로 남아 있었고, 트리파라디수스 협정 이후 잠시 동안 소아시아의 통치자인 안티고누스 1세 모노프탈모스의 가신이기도 했다. 미트리다테스는 기원전 302년 안티고노스의 적 카산드로스와 협력한 혐의를 받고 그를 살해했다. 안티고노스는 또한 미트리다테스(나중에 '창시자'를 의미하는 Ctystes로 명명됨)라고도 불리는 미트리다테스 2세의 아들을 죽일 계획을 세웠지만, 데메트리우스 1세는 미트리다테스에게 6명의 기병이 동쪽으로 도망쳤다고 경고했습니다. 미트리다테스는 먼저 파파고니아의 치미아타 시로 간 다음 카파도키아의 아마시아 시로 갔다. 기원전 302년부터 266년까지 아마시아를 다스리고 셀레우코스 1세와 싸웠고, 기원전 281년이나 280년에는 북부 카파도키아와 동부 파파고니아의 왕(바실레우스)로 불렸다. 그는 그의 왕국을 더 서쪽으로 상그리우스 강까지 확장했습니다. 그의 아들 Ariobarzanes는 기원전 279년에 흑해의 첫 번째 주요 항구인 아마스트리스를 점령했습니다. 미트리다테스는 새로 이주한 갈라디아인들과 동맹을 맺고 프톨레마이오스 1세가 보낸 군대를 물리쳤다. 프톨레마이오스는 기원전 270년대 안티오코스에 대한 제1차 시리아 전쟁을 시작으로 소아시아에서 영토를 확장하고 있었고 미트리다테스의 적 헤라클레이아 폰티체와 동맹을 맺었습니다.",mrc-1-000852,페르시아계 가문에서 가장 처음 알려진 인물은?,폰토스 왕국
3030,"{'answer_start': [137], 'text': ['이란 고원']}","철기 시대가 시작될 무렵 이란 서부에서는 중요한 문화적, 역사적 변화가 나타났습니다. 철기시대는 1기(BC 1300~BC 1000), 2기(BC 1000~BC 750), 3기(BC 750~BC 550)로 구분된다. .  인도유럽어족의 이란인들이 이란 고원에서 중심 세력으로 자리잡은 시기는 철기 시대였다. 기원전 9세기 중반에 두 명의 대표적인 이란인인 메디아인과 페르시아인이 설형 문자 기록에 등장합니다. \n\n중앙군은 자그로스 산맥의 동부 전체를 장악하고 점차 자그로스 산맥의 서부로 진격했습니다. 페르시아인의 정확한 위치는 나뉘지만 북쪽의 우루미아 호수 부근과 중서부의 자그로스 산맥에 정착한 것으로 보인다. 그리고 나서 자그로스 산맥의 남서부까지 가다가 마침내 파르스 지역에 이르렀다. 이것으로부터 이 두 이란인이 동쪽에서 서쪽으로 이주했다는 것이 분명해진다. \n\n 이란 북동쪽에서 이란 서부로 회색이나 검은 회색 토기가 들어온 것도 이러한 움직임을 증명한다. 자그로스 산맥에 처음으로 이란인들이 정착한 것은 기원전 1300년경인 제1철기 시대로 거슬러 올라갑니다. 1, 2철기 시대의 문화 분포는 기록에 나오는 두 이란인의 분포와 대략 일치합니다. 제1철기 및 제2철기 시대의 문화가 나타나지 않은 지역은 우라르투, 아시리아, 엘람과 같은 토착 비이란 세력의 영향을 받은 것으로 보입니다. 한편, 제3철기시대의 문화는 자그로스 전역에 분포하며, 기원전 7세기 말부터 기원전 6세기 초까지 메도 왕조가 탄생했다. \n\n헤로도토스에 따르면 기원전 8세기경 데이오케스는 엑바타나에 메디아 왕국을 건설했으며, 그 후 그의 아들 프라오르테스가 왕위를 계승했습니다. 일찍이 기원전 9세기에 이란 서부에 진출한 스키타이인들은 7세기에 이르러 아시리아에 중대한 위협이 될 정도로 성장하여 이 지역의 세력 균형을 무너뜨렸습니다. \n\n메디아 왕국은 한때 스키타이인들 때문에 정치적 공백이 있었지만 이 세력은 키악사레스 왕(기원전 625-585년)의 통치 기간 동안 전복되었습니다. 그들은 바빌로니아와 동맹을 맺고 아시리아를 재침공하여 기원전 609년에 멸망시켰습니다. 키악사레스가 죽을 때까지 그는 할리스(키질) 강까지의 아나톨리아 전역, 이란 서부 전역과 현재의 테헤란 전역, 파르스를 포함한 남서 이란 전역을 통제했습니다. \n\n미디어는 동맹 유형에 의해 관리되는 것 같습니다. 그 후 메도 왕조는 페르시아의 키루스 2세에 의해 무너지고 최초의 페르시아 제국인 아케메네스 왕조가 시작되었습니다.",mrc-0-004647,철기 시대에 인도유럽어족의 이란인들이 집권했던 곳은 어디인가?,메디아
