__index_level_0__,answers,context,document_id,question,title
690,"{'answer_start': [190], 'text': ['평원흙파는쥐']}","베어드의 굴착기 또는 베어드의 주머니쥐(Geomys breviceps)는 굴착기과에 속하는 설치류의 일종입니다. 미국 남부가 원산지입니다. 루이지애나 굴착기라고도 합니다. 동부 굴착기, 아트워터 굴착기, 평원 굴착기, 베이드 굴착기의 3종은 전체적으로 거의 동일합니다.  베어드흙파는쥐의 크기가 더 크며, 아트워터흙파는쥐는 중간 크기이고, 평원흙파는쥐는 약간 작다 크기 차이 외에 식별 가능한 외부적인 다른 특징은 없다. 베어드 파는 상체가 체중의 대부분을 차지하는 작은 설치류입니다. 베어드의 굴은 텍사스 동부, 루이지애나 서부, 오클라호마 동부, 아칸소 남서부가 원산지입니다. 장마철을 제외하고 보통 땅 아래에서 생활하는 땅을 파는 동물입니다. 굴착용으로 특별히 개발된 날카롭고 구부러진 앞발이 있습니다. 그들은 주로 지하에 살기 때문에 포식자로부터 안전하지만 오소리와 긴꼬리 족제비와 같은 다른 설치류는 위협이 될 수 있습니다. 그들은 소화관에 박테리아를 포함하고 있으므로 다양한 풀을 소화하고 대변 과립을 피드백할 수 있습니다. 평균적으로 Baird 덕아웃은 한 번에 두세 마리의 새끼를 낳습니다. 야생에서 1~2년 정도 삽니다.",mrc-0-001042,아트워터흙파는쥐보다 더 작은 흙파는쥐는?,베어드흙파는쥐
2451,"{'answer_start': [560], 'text': ['대한민국의 보물 제407호']}","천안 삼태리 입상불상은 충청남도 천안시 동남구 풍세면 삼태리에 있는 불상이다. 불상의 높이는 7미터입니다. \n\n이 불상은 거대한 산꼭대기 바위에 돌로 조각된 불상입니다. 넓고 파워풀한 얼굴, 길게 치켜든 눈, 튀어나온 광대뼈, 큰 코와 작은 입이 강렬한 인상을 준다. 소발의 털과 동그랗고 큰 육계도 매우 인상적이며 두 손을 가슴 앞으로 들어올려 독특한 손 모양을 형성하고 있다. 이 짐승들은 고려시대 미륵불과 동일하여 불상의 이름도 알 수 있다. 넓은 어깨의 부당함은 아랫배부터 U자 모양의 주름이 형성되어 있고, 손목을 돌린 제례의 대칭적인 표현이 거칠고 생동감이 있지만, 선체의 각도와 끝의 마무리는 도식적입니다. 엿볼 수 있다 전체적인 형태와 명칭, 의복 주름의 표현 등에서 고려시대 부처의 양식을 잘 보여주는 거대한 불상으로 평가되고 있다. \n\n불상에는 비와 이슬을 차단하기 위해 바위에 의존하는 건물의 흔적이 있습니다. 동상 아래에는 이름과 연도를 알 수 없는 큰 사찰 터가 있던 해선암이 있다. 따라서 이 불상은 이 절터와 관련이 있는 것으로 보인다. \n\n1964년 9월 3일 대한민국의 보물 제407호 천원삼태리마애불(天原三台里磨崖佛)로 지정되었다가, 2010년 8월 25일 현재의 명칭으로 변경되었다.",mrc-0-003733,천원삼태리마애불은 1964년 9월 3일에 무엇으로 선정되었는가?,천안 삼태리 마애여래입상
1080,"{'answer_start': [65], 'text': ['사후세계']}","잘나가는 싱글변호사 이연우는 뉴욕 본사발령을 앞두고 교통사고를 당했고 깨어났을땐 병원이 아닌 죽은 자들이 모여든다는 사후세계에 와 있었다. 당황한 그녀의 앞에 나타난 것은 죽은 영혼들을 관리하는 이 감독이다. 한 달만 다른 사람의 삶을 위해 살면 일상으로 돌아가겠다고 약속했고, 하루빨리 일상으로 돌아가고 싶은 연우는 묻지도 따지지도 않고 동의한다. 그리고 곧 당신은 다른 사람의 몸에 홀린 채로 깨어납니다. 하지만 문제가 있습니다. 달라진 삶은 내가 살아온 일상과 많이 달랐다. \n\n여고생 딸 하늘과 연기 학원에 보내기 위해 밥벌이를 하는 딸 하늘, 그녀를 먹여 살리거나 유치원에 보내기 위해 온갖 짓을 다해야 하는 작은 아들 하루, 그리고 지나치게 자상하고 잘생긴 남편 , 성환. 일찍부터 독신을 선언하고 사랑과 가족의 벽을 쌓은 연우에게 한 달이 아니라 하루도 조정할 수 없는 삶이었다. 그래서 나날이 어처구니 없는 일들이 벌어지고, 가족들은 아내와 어머니가 하룻밤 사이에 다른 사람이 된 것을 이상하게 여겼다. 연우도 언제라도 원래의 세계로 돌아가고 싶은 마음이 간절했지만 이 감독과의 약속 때문에 가까스로 주저앉았다. \n\n그런데 어느 날 딸 하늘이 또래 소년에게 집단 성폭행을 당했습니다. 아들 하루는 눈을 다쳐 병원으로 옮겨졌다. 그들을 가족이라기보다 낯선 사람으로 여기던 연우는 왕따 소년의 레드카드를 보며 눈에 붕대를 감고 누워있는 아들을 보고 천천히 눈을 돌렸다.",mrc-1-001650,이연우가 교통사고 이후에 깨어난 곳은 어디인가?,미쓰 와이프
3360,"{'answer_start': [83], 'text': ['모차르트']}","모차르트의 오페라 <돈 조반니>에 묘사된 인간의 감정적이고 에로틱한 것들에 대한 논의가 이루어지고 있다.  ≪이것이냐 저것이냐≫ I부의 화자인 A는 모차르트에 대한 자신의 사랑을 이성적 사랑에 대비시키면서, 자신을 사랑에 빠진 여자와 비교한다. A에게 모차르트의 돈 조반니는 에로틱하고 쾌락의 원천으로의 여행을 의미합니다. \n\nA의 분석 대상 오페라 <돈 조반니>는 시간과 영원이라는 상반된 두 원리를 종합한 것이다. 오페라의 시간성은 오페라, 즉 음악과 언어라는 두 가지 요소에서 찾을 수 있다. 언어가 구체적인 현실인 만큼 오페라도 구체적이고 시간적인 현실이다. 음악이 시간적인 이유는 멜로디가 음표의 연속으로만 나타나 그 자체로 표현되기 때문이며, 이 순서에는 시간이 필요하다. 반면에 모든 고전 작품은 영원을 담고 있다. 고전 작품은 사상을 표현하고, 모든 사상은 영원성 또는 영원성에 적합한 추상화이기 때문이다. 즉, 고전 작품은 구체화된 이데올로기이다. 음악에도 초월성 또는 영원성이 있습니다. 음악은 시간과 연결되어 있지만 시간에 얽매이지 않기 때문이다. 따라서 고전 작품은 본질적으로 시간의 추상화에 대한 예시입니다. \n\nA에 따르면 예술적으로 표현할 수 있는 가장 추상적인 이데올로기는 감정의 원리이며, 이 원리는 <돈 조반니>에 표현되어 있다. 이 오페라는 시간과의 관계를 유지하는 가장 추상적인 매체인 음악을 사용하여 Don Juan의 삶을 통해 감성의 관념에 역사를 부여한다. 오페라에서 돈 후안은 시간을 통해 에로티시즘을 영속화하고 역사를 즉각성에 부여하려고 한다. A에 따르면 모든 사랑은 감정적이며 감정은 직접적입니다. 사랑은 비판적 반성이나 개념 없이 감각이나 느낌으로 직접 경험됩니다. 여기서 A는 에로틱을 이해하는 두 가지 관점을 제시한다. 그것은 그리스 전통과 기독교입니다.",mrc-0-005161,≪이것이냐 저것이냐≫에 등장하는 A의 사랑의 대상은 누구인가?,이것이냐 저것이냐
266,"{'answer_start': [268], 'text': ['화공']}","1866년(고종 3) 제너럴 셔먼 사건이 일어났다. 선교사 토마스 등을 태운 미 상선 제너럴 셔먼호가 조선 정부의 무역 요구를 분명히 거부했음에도 허가 없이 대동강을 항해하자 평양 사찰 박규수는 공격을 지시했다. \n\n셔먼호는 상선이었지만 무기를 싣고 밀물 때 강으로 올라갔지만 곧 밀물이 되어 모래톱에 좌초했습니다. 이때, 어느 학교 졸업생이 곧 자원하여 어촌에서 징발되어 기름이 가득 찬 조개를 싣고 셔먼의 옆구리에 붙였습니다.  그리고 궁수들로 일제히 불화살을 당기게 해 화공했다 화공이 시작되자 셔먼 호 내부의 인화물질에 옮겨 붙으면서 셔먼 호가 항행 불능에 빠졌다. 미국인들은 황급히 배에서 뛰어내려 달아났지만 대부분이 총에 맞아 사망했고 선장과 선교사 토마스는 평양 주민들에게 구타를 당해 숨졌다. \n\n법정에 이 소식이 전해지자 박규수가 탔고, 고졸에 불과했던 지방 귀족은 진장(鎭將) 3위에 올랐다. 대원군의 특혜도 얻었다.",mrc-1-000411,제너럴 셔먼호 사건 당시 조선은 어떠한 공격 방식으로 셔먼호의 항행을 불가능하게 만들었는가?,박규수
854,"{'answer_start': [792], 'text': ['엘프헬름']}","하지만 2년 후 가츠가 잠시 돌아왔을 때 한 달 전 에리카의 실수로 행방불명됐다. 하고 있었다 머리를 관리하지 않았기 때문일 수도 있지만, 과거에 짧게 잘랐던 머리가 그 이후로 꽤 자라서 여행 중에도 자르지 않습니다. \n\n그리고 이때 이전 변종의 아기가 멀리서 캐스커를 따라다니며 위험이 있을 때마다 그녀를 구했고, 캐스커조차 가츠조차 알아보지 못하지만 자신의 아이를 알아보는 것 같다. 그러나 낙인의 힘과 변종의 자식 때문에 이교도들에게 마녀로 추앙받고, 이교도를 사냥하러 나간 성철 기사단에게 잡히게 된다. 그들은 화형의 위기에 처하지만 가츠의 치열한 전투로 무사히 구출된다. \n\n하지만, 그리피스가 이 세계에 다시 나타나는 것을 보고 동경하는 반응을 보인다. 바로 그런 아기가 그리피스의 몸이기 때문이다. 페무토 그리피스가 이 세상에 오게 된 매개체가 되었을 때, 그는 사실상 그리피스 안에서 사라졌고, 그의 모습은 완전히 바뀌었지만, 아마도 본능적으로 그것을 알아차리고, 그럼에도 불구하고 아이를 안으려는 듯한 몸짓을 보였을 것이다. 낙인의 고통. \n\n결국 그리피스는 낙인의 고통으로 잠시 멈춘 순간 떠나고, 거츠는 그것을 보고 캐스커가 바보임에도 그리피스에 대한 마음을 잃지 않았다고 생각한다. 극중에서는 순식간에 지나가는 장면 같지만, 생각해보면 참 안타까운 상황이다. 종말의 연극인 베르세르크는 괜히 베르세르크가 아니다. \n\n그리고 이 사건에서 낙인의 영향을 막아주는 동굴이 불사신 조드와의 전투로 붕괴하고 말았고, 가츠는 캐스커를 안전한 곳에 두기 위해 파크가 말하는 고향인 요정의 섬 엘프헬름에 데려가는 여행을 떠나게 된다.",mrc-0-001303,가츠가 캐츠커의 안전을 위해 여행가기로 한 곳의 이름은 무엇인가?,카스카의 작중 행적
661,"{'answer_start': [0], 'text': ['1504년']}","1504년 이사벨이 죽고 딸 후아나가 카스티야 연합왕국을 물려받았다. 후아나는 정신병을 앓고 있었고 그녀의 별명은 미친 후아나 라 로카였습니다. 그녀가 죽기 전에 Isabelle은 Juana의 아버지 Fernando를 ""그녀가 의무를 다하지 못할 경우를 대비하여"" 섭정으로 임명했습니다. 그러나 후아나의 남편인 오스트리아의 펠리페 대공은 카스티야 귀족의 지원을 받았지만 후아나와 사이가 좋지 않았다. 페르난도는 카스티야와의 전쟁을 피하기 위해 섭정으로서의 권한을 포기해야 했습니다. \n\n1506년 빌라파필라의 협정으로 페르난도는 아라곤으로 돌아왔고 펠리페는 그의 아내 후아나와 함께 카스티야를 공동 통치했습니다. 또한 이 협정으로 페르난도는 신대륙의 모든 통제권을 펠리페와 후아나에게 양도하고 왕국 수입의 절반을 포기했습니다. 1507년 펠리페가 죽자 페르난도는 섭정으로 카스티야로 돌아왔다. 1510년 후아나는 정신병이 악화되어 토르데시야스의 수도원에 수감되었습니다. \n\n1512년, 아라곤과 카스티야는 동맹을 맺고 나바라 왕국을 침략하여 합병했습니다. 나바라의 영토 중 피레네 산맥의 남쪽 부분은 카스티야 영토에 합병되었습니다.",mrc-1-001021,페르난도의 아내가 사망했던 해는?,카스티야 연합왕국
3580,"{'answer_start': [141], 'text': ['뒤쪽']}","향교는 공자와 여러 성인들에게 제사를 바쳐 지역 사람들을 교육하고 교화하기 위해 국가에서 설립한 교육 기관입니다. \n\n죽산향교는 조선 중종 28년(1533년)에 창건되었으나 이후 기록이 없다. \n\n건물 배치는 앞쪽에 교육 공간인 명륜당이 있고, 뒤쪽에 제사 공간인 대성전과 동무·서무가 있는 전학후묘의 형식이다. \n\n공자와 다른 성인들의 위패를 모신 대성전은 정면 3칸, 측면 2칸이며, 지붕은 박공지붕으로 사람 모양을 하고 있다. 옆. 지붕의 처마를 받쳐주는 두려움은 새의 부리 모양을 본뜬 날개 징 모양으로 장식되었습니다. 동방과 서방은 각각 정면 3칸, 측면 1칸이며 지붕은 박공지붕으로 장식되어 있습니다. \n\n학생들이 모여서 공부하는 강당인 명륜당은 전면에 방 3개, 측면에 방 2개가 있습니다. 지붕은 대성전과 달리 옆에서 보면 팔팔(八)자 모양으로 화려하게 장식되어 있다. \n\n조선시대에는 국가가 지원하는 토지, 노예, 책으로 학생들을 가르쳤지만 지금은 교육적 기능이 사라지고 조상의 기능만 남아 있습니다.",mrc-0-005493,성현의 위패를 모시는 곳이 위치하는 방향은?,죽산향교
2763,"{'answer_start': [511], 'text': ['대전제']}","삼단 논법은 이전에 알려진 두 가지 판단에서 그들과 다른 새로운 판단으로 이끄는 추론 방법입니다. 두 가지 명제를 바탕으로 결론을 도출하는 간접추론과 연역추론의 대표적인 형태이다. \ n \ n여러분 이거. 소크라테스는 사람입니다. 그래서 소크라테스는 죽는다. \n\n이유는 일반적입니다. 결론적으로 주어 '인간'을 서론개념, 술어 '죽어야 한다'를 대개념, 서론개념을 포함하는 전제를 소전제, 대개념을 포함하는 전제를 대전제라고 한다. . 두 전제 모두 크고 작은 개념과는 다른 세 번째 개념인 '동물'을 포함하고 있습니다. 이는 두 전제를 연결하여 결론에 이르게 하는 매개작용을 말하며, 이를 매개이념이라고 한다. 일반적으로 대전제는 결론의 술어 개념인 대개념을 포함하는 전제이고, 소전제는 결론의 주어 개념인 서론 개념을 포함하는 전제이며, 매개 개념은 다음 문장에서만 나타난다. 결론이 아닌 두 전제. 입문 개념은 S, 중간 개념은 M, 큰 개념은 D로 표시하는 것이 일반적입니다.  표준형식삼단논법에서는 대전제가 먼저 진술되고 그 다음에 소전제가 진술된다. 단, 대관과 부관은 위치에 따라 결정되는 것이 아니라 대관과 입문 개념을 포함하여 결정된다.",mrc-0-004217,표준형식 삼단논법에서는 소전제 전에 무엇이 먼저 나오나요?,삼단논법
2188,"{'answer_start': [180], 'text': ['동성상고']}",값비싼 영한사전과 영한사전을 구입하지 못하는 학생들을 위해 천주교에서 그 장면을 인쇄하여 제공하여 평양과 경성에 배포하였다. 영한사전을 구하고 싶었으나 값이 비싸서 찾기 어려운 고등학생들이 교회에 와서 영한사전과 영한사전이 인쇄된 영한사전을 가져갔다. \n\n1936년 11월 동성상업학교 박준호(朴準鎬) 교장이 별세하자 동성상고 서무주임으로 있던 장면은 11월 19일 천주교재단의 추천으로 동성상업학교 교장에 천거되어 취임하였다 동성상업학교 교장에 취임하자 그는 조선총독부가 감시를 위해 파견한 일본인 교사 사이고를 축출했다. 1937년 4월 1일 경성 혜화유치원 원장이 되어 38년 만에 학교 시찰을 마치고 3주간 일본을 방문했다. 민족정신동원연맹 국민생활개선위원회 1기 위원 44명 중 한 사람으로 선출되어 같은 해 5월 14일 민족정신동원연맹 명동성당에 입회했다. 협회 회원으로 참여했습니다. 그러나 이 때의 칼럼 작성은 적극적인 친일 행위라기보다 천주교를 살리기 위한 소극적 사건에 불과했다는 반론이 있다. 당시 이러한 활동은 과거 제7대 총리에 취임했을 때도 논란의 대상이 됐다.,mrc-0-003324,동성상업학교 교장으로 직무를 수행하기 전 장면의 직장은?,장면
