__index_level_0__,answers,context,document_id,question,title
40,"{'answer_start': [137], 'text': ['보헤미아']}","폴란드 왕국의 첫 번째 왕조인 Fiast 왕조의 창시자는 당시 폴란드에 존재했던 Civitas Skinesge 공작 Mieszko I입니다.  960년에 그니에즈노에서 치비타스 스키네스게 공작으로 즉위한 미에슈코 1세는 966년에 가톨릭 국가인 보헤미아의 공주를 왕비로 맞아들이면서 피아스트 왕조를 개창하였다. 그 후 미에스코 1세는 천주교로 개종함과 동시에 천주교를 폴란드의 국교로 지정하고 수도 그니에즈노에 천주교 선교를 위한 주교구를 세웠다. 992년 미에스코 1세가 죽자 미에스코 1세의 장남인 볼레스와프 1세 그로브리가 즉위했습니다. 그의 통치 기간 동안 폴란드는 국가 권력 기반을 공고히 하고 영토를 확장했으며, 1024년 교황은 볼레스와프 1세 그로브리를 폴란드의 왕으로 공식 인정하여 폴란드를 공식 왕국으로 만들었습니다. 나중에 카시미에시 1세 치세에 크라쿠프는 그니에즈노 대신 새로운 수도가 되었고 왕국의 정치적 중심지가 되었습니다. 그 후 볼레스와프 2세가 집권하고 대외 활동에 적극적으로 나서면서 체코에 대한 조공을 중단하고 헝가리 왕국과 키예프 루스 왕국의 후계자 문제에 개입했습니다. 이때 볼레스와프 2세는 교황을 지지함과 동시에 교회 개혁을 추진했다. 볼레스와프 3세 치세 동안 1인 통치가 수립된 후 영토 확장에 주력하기 시작했습니다. 그러나 주변국과의 전쟁으로 폴란드의 국력이 약화되었고 볼레스와프 3세는 형과의 권력 다툼을 겪었다. 이러한 상황은 폴란드를 거의 200년 동안 끊임없는 내전으로 뒤덮은 분단 공국 시대의 문을 열었습니다.",mrc-0-000059,미에슈코 1세의 왕비의 국적은?,폴란드 왕국
2261,"{'answer_start': [427], 'text': ['추']}","아름다움은 객관적으로 주어질 수 있고 수학적으로 표현될 수 있기 때문에 Grosstest의 아름다움의 대상에 대한 우연한 정의가 될 수 없습니다. 오히려 아름다움은 모든 사물에 내재된 규칙입니다. 따라서 ""아름다운""이라는 단어는 초월적인 개념입니다(""초월적""이라는 용어는 Grostest가 사용하지 않았지만 아마도 13세기에 그의 후계자들에 의해 사용되었을 것입니다). 이 개념은 모든 범주적 구분을 초월하고 본질적으로 존재하는 모든 것에 속하는 것을 나타냅니다. ""아름다운""과 ""존재하는""이라는 단어는 개념적으로만 구분할 수 있고 사물 자체는 구분할 수 없습니다. '아름답다'는 것은 내적 질서와 다른 대상과의 조화라는 의미에서 대상을 의미하고, '존재'라는 단어는 존재라는 점에서 같은 대상을 의미한다.  아우구스티누스의 박탈 이론과 결부시켜서 그로스테스트는 추를 대상의 특이한 특징 혹은 규정이 아니라, 반대로 질서와 조화의 단순한 결핍으로 이해한다. 이처럼 춤은 악이 아니라 창조주의 완전한 아름다움을 축소된 형태로 표현한 것일 뿐이며, 결국 악은 일정한 미학적 가치를 지닌 '환원된 선'일 뿐이다.",mrc-0-003443,그로스테스트가 박탈 이론을 이용해 순수 결핍으로 생각했던 단어는?,로버트 그로스테스트
179,"{'answer_start': [198], 'text': ['열병']}","감염내과 전문의는 일반적으로 다른 부서의 의사들에게 복합감염병의 자문역할을 하며 인간면역결핍바이러스/후천성면역결핍증후군과 같은 면역결핍 환자를 직접 관리하는 경우가 많다. 대부분의 감염병은 감염병 전문의의 특별한 치료와 치료가 필요하지 않지만, 증상의 모호성으로 감염병 환자의 진단이나 관리가 어려운 경우에는 감염병 전문의의 조언에 따라 치료를 한다.  열병의 감염원을 밝히기 위한 조언을 해줄수도 있다 \n\n감염내과 전문의들은 또한 병원(hospital, 입원환자)과 진료소(clinic, 외래환자)에서 모두 근무할 수 있다. 병원에서는 감염병 전문의가 적시에 진단할 수 있도록 감염원을 식별하기 위한 적절한 진단 검사와 세균 감염을 치료하기 위한 항생제 등의 적절한 치료를 제안합니다. 실제로 일부 감염병의 경우 감염병 전문의가 진료에 참여함으로써 환자의 예후가 크게 향상된다. 감염병 전문의는 AIDS와 같은 만성 감염 환자를 진료소에서 장기간 치료할 수 있습니다.",mrc-0-000271,감염내과 전문의들은 어떤 병의 원인을 알아내는 것에 도움을 주는가?,감염내과
366,"{'answer_start': [145], 'text': ['연대장']}","사단장 김종오 대령은 연일 북한군이 쏟아지는 징조를 주시하고 있었다. 6월 23일부터 38분계선 경계에서 야외연습을 위해 1주일 밤 행군을 하여 전차 40대를 이끌고 화천에 도착했습니다. \n\n사단장은 1개 포로의 진술만으로는 정보의 정확도가 미약 인지하고 연대장에게 다시 확인하여 보고하도록 지시하였다. \n\n따라서 연대장은 윤수용 중위가 이끄는 30개 정찰단을 화천과 양구로 잠입했다. 내가 보니 그 건물이 세워져 있고 양쪽에 큰 군대가 진을 치고 있었습니다.” \n\n그래서 적정량을 직접 확인하기로 하고, 23일 08시 S-2 김동명 대위, S-3 소령과 함께 3대대 9중대 전망대로 올라갔다. 이남호. \n\n여기에서 대부대가 모진교 북쪽으로 활발하게 이동하고 있는 것을 목격하고 돌아와서, 1차 순찰에 도착한 사단장 김종오 대령에게 적절성을 보고한 후, 그는 뭔가 곧 일어날 것입니다.",mrc-0-000538,사단장이 포로의 진술 내용을 재확인하라고 명령한 사람은?,춘천 전투
2026,"{'answer_start': [127], 'text': ['컬럼비아대학교안의 유전학 연구소']}","그는 실험실에서 유리 제품을 청소하는 일을 했을 때 분자 생물학에 처음 관심을 갖게 되었습니다. 이 경험은 나중에 유전학 대학원에 진학하기로 한 그의 결정에 영향을 미쳤습니다. \n\n존스홉킨스대학교 메디컬 스쿨을 졸업한 이후 컬럼비아대학교안의 유전학 연구소의 일원으로 들어가 RNA종양에 대해 연구하게 된다. 이 경험은 과학에 대한 그의 태도를 바꾸었습니다. \n\n이러한 연구 경험을 통해 분자생물학의 권위자가 되었지만 그는 아직 생물학의 초심자에 불과했습니다. 따라서 생물학에 대한 보다 심층적인 접근을 위해 미국 국립보건원에 소속되어 DNA와 염색질 구조를 연구하고 있습니다. \n\n1974년 DNA 관련 연구를 마친 후 그는 다시 컬럼비아 대학의 유전학 연구 센터로 돌아왔습니다. \n\n1982년 분자생물학과 DNA 연구에 큰 잠재력이 있다고 판단하여 연구에 더욱 박차를 가했습니다. \n\n그 후 1991년 노벨 생리의학상을 공동 수상한 Linda Buck과 공동 논문을 발표하여 인간과 동물의 코 점막에 있는 후각 상피 세포에는 약 1,000개의 후각 수용체(유전자 여러 떼). 했다.",mrc-0-003076,리처드 액셀이 과학에 대한 태도를 바꾼 기관은 어디인가?,리처드 액설
575,"{'answer_start': [204], 'text': ['콜리플라워']}","브로콜리는 배추의 일종인 Brassica oleracea에 속하는 채소입니다. 브로콜리는 수목으로 많이 이용되며 향이 풍부하고 푸른색이 아름답습니다. 나무처럼 생겼는데 주로 두껍고 거친 중간 부분에 핀다. 꽃 부분을 먹는 양배추의 한 종류는 이탈리아에서 사육되어 오늘날의 모습이 되었습니다. 콜리플라워는 브로콜리의 일종입니다. \n\n상온에서도 모습이 변하지 않는 콜리플라워와 달리, 브로콜리는 수확 후 즉시 저온보관하지 않으면 변색되어 버리기 때문에 보존 기술이 발달하지 않았던 옛날에는 콜리플라워에 비해 유통량이 훨씬 적었다. 그러나 1980년대부터 저온 유통 기술의 발달과 가정용 냉장고의 보급으로 브로콜리의 생산과 유통이 급속히 확대되었다. \n\n브로콜리는 비타민 C가 풍부하고 섬유질이 풍부하여 항암 물질이 들어 있습니다. 한 번에 요리해서 먹으면 30mg 이상의 비타민 C가 나온다고 합니다.  . 입으로 먹었을 때 발생 3. 3 - 디인돌리메탄은 브로콜리에 함유된 면역물질을 소화기관에서 분비하여 암 치료에 도움을 주는 역할을 한다고 합니다. 브로콜리에는 설포라판이라는 항암물질을 추출하는 역할을 하는 글루코사민이 함유되어 있는데 10분 이상 끓이면 모든 영양소가 파괴된다. 브로콜리를 많이 먹으면 초기 암의 경우 예방 효과가 있습니다. 브로콜리 잎은 작은 꽃보다 훨씬 더 많은 카로틴을 함유하고 있습니다. \n\n브로콜리는 삶거나 쪄서 먹지만 생으로도 먹습니다. 끓이는 것이 본질적인 영양소 파괴에 영향을 미치지만, 대신 찌는 것은 다른 물질을 많이 빼앗지 않고 효능을 유지할 수 있습니다. \n\n비타민K도 많이 함유된 희귀식품으로 우리나라에서는 살짝 데치거나 끓여서 고추장에 찍어 먹는 것이 일반적입니다. \n\n타임지가 선정한 세계 10대 식품에도 선정되었습니다.",mrc-1-000883,"저온 보관 기술이 개발되지 않았을 당시, 브로콜리보다 더 많이 유통된 것은?",브로콜리
2095,"{'answer_start': [159], 'text': ['중세 아랍 제국']}","가장 오래된 여권 기록 중 하나는 Tanak입니다. 이 경전 느헤미야 2장 7-9절의 기록에서 BC 450년경 페르시아 제국의 아다세르 1세의 신하인 느헤미야가 유대 여행을 요청했을 때 왕은 ""강 너머까지 효력이 있는 문서""를 포함시켰다. "". 쓰여진 것은 쓰여진 것입니다.  \n\n중세 아랍 제국에서는 세금을 납부하였다는 것을 증명하는 영수증인 ""바라아""가 여권을 대신하였다. 당시 아랍제국에서는 시민만이 세금을 냈다. 이슬람교도는 zakat를 지불하고 딤미는 jizya를 지불했습니다. 따라서 바라아를 소유한다는 것은 그가 아랍 제국의 시민이었고 여권 역할을했다는 것을 의미했습니다. \n\n중세 유럽에서는 항구나 도시의 문을 통과할 때 소유자가 여행한 도시와 항구의 목록이 포함된 신분증이 필요했습니다. 영국의 헨리 5세(Henry V of England)는 해외 여행 시 국가가 시민의 안전을 위해 신분을 증명하는 현대 여권을 최초로 시행했습니다. \n\n19세기 중반 유럽에서 기차 여행이 시작되었을 때 너무 많은 사람들이 이전보다 더 빠른 속도로 수많은 국경을 넘었습니다. 보편적인 여권법이 제정되었습니다. \n\n사진이 널리 퍼지면서 여권에 사진을 붙이는 것이 보편화되었습니다. 제1차 세계 대전 중 유럽 국가들은 안보상의 이유로 이민 절차를 만들고 인력 관리를 위해 표준 절차가 되었고 전후 유지되었습니다. 한편 1920년대 영국인들은 여권에 사진과 신체 특징이 있는 것을 ""비인간적""이라고 여겼습니다. \n\n1920년 국제 연맹은 여권 발급 기준에 대해 회원국 간에 합의에 도달했습니다. 이 여권 기준은 1926년에 개정되었습니다. \n\n1963년에 유엔은 새로운 여권 발급 기준에 대해 논의했지만 합의에 이르지 못했습니다. 그러다가 1980년 국제민간항공기구(International Civil Aviation Organization)의 지원을 받아 새로운 여권 발급 기준에 대한 합의가 이루어졌다.",mrc-0-003188,세금 납부 영수증이 여권의 기능을 대신할 수 있는 나라는?,여권
1084,"{'answer_start': [318], 'text': ['제논']}","Ariston은 철학적 방법론의 유일한 요소는 윤리라고 주장했습니다. 그러나 Cicero의 평가에 따르면 그의 윤리학의 전반적인 내용은 이론보다는 이론적인 수사학을 극도로 배제한 교과서에 가깝다는 평가를 받았다. 또한 Ariston은 인간이 윤리적 판단을 내리기 위해 논리적 구조로 이어지는 일반적인 경로를 학습해야 한다는 점에서 이를 부정했다고 평가했습니다. \n\n그러나 어떤 부분에서 Ariston은 당시 초기 스토아학파의 비합리적인 측면을 성공적으로 지적했습니다. \n\n특히 아디아포라의 위치는 Zeno가 그가 놓친 것을 다시 생각하게 만듭니다.  그는 당시 제논이 아디아포라라고 설정한 건강, 부, 힘과 같은 것은 본래 최고법칙과 무관한 것이 아니라, 최고법칙의 일부이며, 그것이 선과 악 둘 중 하나의 역할로 무조건적으로 기능하고 있다고 보았다. 즉, 완벽한 디아포라라는 것은 없습니다. 물론 당시 제노는 아디아포라에 속하더라도 선의와 일치하면 선이 될 수 있다고 했다. 그러나 Ariston은 Zeno가 그러한 입장을 취했다면 adiaphora라는 중립을 설정하는 것은 모순이 될 것이라고 지적했습니다. 그들이 경이로운 세계에 존재하는 한 제노의 목록은 어떻게든 인간을 포함한 생물에 작용하고, 항상 선악과 악의를 동반하기 때문이다. \n\nAriston은 Zeno가 디아포라(diaphora)로 나열한 것은 이후의 개인의 행동에 따라 선과 악으로 구분되는 개념이 아니라 상위 법칙에 따라 선과 악으로 구분되는 개념으로 간주되어야 한다고 지적했습니다. . 그는 인간을 수동적 열정에 매우 취약한 존재로 보았다. 선을 담보할 수 없는 인간에게 건강, 부, 힘이 남아 있다면 인간의 기본적 특성에 따라 사회는 악으로 ​​발전할 수 있다. 물론, 이 악은 뒤따르는 개인, 인간의 행위를 통해서가 아니라 그 위에 있는 최고의 법에 의해 이미 정의되었습니다. 여기서 그는 인간이 디아포라(diaphora)로 정의되는 것을 멀리하는 것이 장기적으로 선의 실현과 일치한다고 판단했습니다. 그는 모든 인간은 건강, 부, 힘 및 정치 참여를 제외하고 끊임없는 극기에 따라 살아야한다고 믿었습니다. \n\n당시 Ariston은 Zeno에 대한 자신의 비판이 스토아 학파에 맞서 특정 학파를 방어하기 위한 것이 아니라 스토아 학파 자체의 번영을 위한 것이라고 확신했습니다. \n\n공화당 Cicero의 De Finibus bonorum et malorum(De Finibus bonorum et malorum)에서 Ariston에 대한 비판은 합리적이지만 그의 관점에서 볼 때 정치적 행동을 통해 공동선을 실현하는 숭고한 인간 행위 또한 합리적인. 예방 가능한 논리로 작용할 수 있다는 지적이 나왔다. 따라서 Cicero는 Zeno에 대한 Ariston의 비판을 합리적으로 수용하고 전체 과정이 어떻게 정치적, 사회적 행동과 연결될 수 있는지를 고려할 필요가 있다고 주장했다.",mrc-1-001656,아디아포라와 선악이 서로 무관하다고 주장한 사람은 누구인가?,키오스의 아리스톤
1681,"{'answer_start': [733], 'text': ['최하부 지층']}","프시타코사우루스는 400개 이상의 표본으로 알려져 있으며 그 중 75개는 P형 종입니다. mongoliensis 지금까지 모든 프시타코사우루스 화석은 아시아의 초기 백악기 지층에서 발견되었습니다. 발견된 지역은 시베리아 남부에서 중국 북부 또는 남쪽에서 태국까지 확장됩니다. 프시타코사우루스 화석이 발견된 지층은 보통 백악기 초기의 바렘 후기와 알비스 기간 사이, 또는 1억 2천 5백만 년에서 1억 년 전 사이에 발견됩니다. 프시타코사우루스는 이 시기에 생성된 몽골과 화북의 여러 육성 퇴적물에서 발견되었으며, 이 지역에서 해당 시기에 해당하는 프시타코사우루스 생물군을 확립할 수 있었다. \n\n최초로 알려진 프시타코사우루스는 P. lujiatunensis는 Ishen 층의 가장 낮은 지층에서 발견되었습니다. 200개 이상의 Psittacosaurus 속의 화석이 Ishen 층의 이 지층과 다른 지층에서 발견되었으며, 그 연대는 논란의 여지가 있습니다. 이센 지층은 프시타코사우루스가 발견될 것으로 예상되던 때로부터 수천만 년 전 쥐라기 지층으로 간주되었지만, 최근 연구에 따르면 이센 지층은 백악기 초기부터 거슬러 올라갑니다. 아르곤-아르곤 연대측정법을 사용하여 중국 과학자들은 Yixian 층의 가장 낮은 층의 연대를 측정했지만 이 층의 나이는 1억 2,800만 년, 최상층은 1억 2,200만 년이라는 것을 발견했습니다.  더 최근에 중국에서 이루어진 연구에서 우라늄-납 연대측정법을 사용한 결과 최하부 지층은 더 젊어서 1억 2500만 년 정도였고, 최상부 지층은 이전과 마찬가지로 1억 2200만 년인 것으로 나타났다.",mrc-0-002576,이셴 층을 두가지 방법으로 측정했을 때 다른 결과가 나온 부분은?,프시타코사우루스
253,"{'answer_start': [305], 'text': ['주거 및 상업시설 복합 건축물의 상업 지역 부분 옥상 등지']}","도시농업의 경우 지구온난화 문제의 여파로 계속 발생하는 아마존 열대우림 산불, 대기건조, 미중 무역분쟁, 한일 경제전쟁 등 다양한 자연재해가 지속적으로 발생하고 있습니다. 전 세계. 생태파괴 등을 방지할 수 있는 여건이 있으며, 자발적인 생활패턴을 창출하는 대안을 제시할 수 있다는 장점이 있다. 그러나 도시농업이 활성화되면 산림과 같은 산림보호정책은 물론, 바다와 갯벌 등 해양생태계 보호정책을 대폭 강화하는 등 다양한 요구를 충족할 수 있다.  기존에는 삼림 벌채 후 농경지 조성을 하였지만, 건물 최상층, 중간 피난층, 주상복합아파트 같은 주거 및 상업시설 복합 건축물의 상업 지역 부분 옥상 등지에 농지를 가꾸어져서 건물에 상주하고 있는 분들과 주거 시설 거주민들이 1년 동안 안정적으로 식량 자원을 확보할 수 있게 되는 좋은 점이 있다. EBS TV의 교육 프로그램인 The One Earth와 같은 배경을 가진 이야기를 바탕으로 기후변화 대응체제 해결에 앞장설 여건을 마련했다. 이것은 물이 부족한 국가나 강수량이 적은 지역에 새로운 희망과 기회를 열어주는 우수한 조건으로 이어질 수 있습니다.",mrc-0-000372,기후 변화 대응 체계 해소 취지에 선구할 수 있는 방안으로 대두되는 농업 장소는?,도시 농업
