__index_level_0__,answers,context,document_id,question,title
598,"{'answer_start': [80], 'text': ['철감선사 도윤']}","통일신라의 승려인 징효국사의 유골을 모신 탑이다. 징효국사는 19세에 뛰어난 학자로 수련을 시작해 효공왕 4년(901)에 75세에 입대했다.  철감선사 도윤의 제자였으며 경문왕의 총애를 받기도 하였다. \n\n무도는 팔각형을 기반으로 하며, 그 위에 탑이 있고 머리 장식이 있습니다. 베이스는 하부, 중간, 상부 지지석으로 구분된다. 기단석의 각 면에는 한 면이 얕게 새겨져 있다. 중앙 대좌의 양쪽 모서리에는 기둥 모양의 조각이 있습니다. 둥근 탑 돌은 연꽃 문양으로 둘러싸여 있습니다. 몸돌의 상,하단 모서리는 마치 죽인 것처럼 처리되었고, 앞뒷면에는 자물쇠 모양을 문 모양의 조각으로 표현하였다. 지붕돌은 경사가 급하고 여덟 귀퉁이마다 꽃 장식이 높다. 상단에는 미니어처 지붕처럼 보이는 장식 위에 공 모양의 장식이 올려져 머리 장식을 장식한다. \n\n각 부분이 팔각형이지만 두꺼운 기와의 표현과 기와의 높은 꽃장식으로 인해 고려시대의 작품으로 보인다.",mrc-0-000897,징효국사의 스승은 누구인가?,영월 징효국사 부도
1418,"{'answer_start': [109], 'text': ['대북 햇볕 정책']}","그러나 1998년 2월 25일 故 김대중 전 대통령이 제15대 대통령으로 선출되고 인민정부가 출범하면서 정주영 현대그룹 명예회장이 다시 한 번 세간의 주목을 받았다.  당시 국민의 정부가 실시한 대북 햇볕 정책에 맞춰서 정주영이 금강산 개발 사업을 추진한 것이다. \n\n1998년 6월 16일 통일소라는 소 500마리를 데리고 판문점을 거쳐 조선민주주의인민공화국을 방문했고, 같은 해 두 번째인 10월 27일에는 501마리를 잡았다. 정주영 명예회장의 고향이 남한이 아니라 북한 영토인 강원도라는 점 역시 정부의 일조량 정책에 따라 북한에 소를 들여온 이유이기도 하다. 이때 그와 501소는 판문점을 통해 직접 방북해 김정일 위원장을 만나 남북협력사업 추진에 대해 논의했다. 그리고 마침내 금강산 관광사업에 대한 합의가 이루어졌고, 그해 11월 18일 금강산 관광을 위한 첫 배가 출항했다. 이때 판문점을 통해 '통일소'라는 500마리의 소와 함께 판문점을 넘어 이벤트를 연출해 국제적 주목을 받았다. 그 후 몇 차례 더 방북을 했고 김정일 위원장을 설득했다. \n\n1999년 2월 현대아산을 설립하여 북한 사업을 홍보하고 중계했다. 실제로 정주영은 1989년 조선민주주의인민공화국과 소련을 방문해 금강산 공동개발의정서에 서명한 것이 9년 만에 현실이 됐다. 이때 정주영은 원산과 평양을 탐방했고, 특히 고향인 통천을 찾았다.",mrc-0-002156,금강산 개발 사업을 결정하게 한 시초가 된 정부의 정치적인 방책은?,정주영
1065,"{'answer_start': [129], 'text': ['봉분']}","익권공 김사형(1333~1407)의 능이다. 김사형은 타투이스트로서 고려 공민왕 때 문과를 전공하고 부임하여 이성계의 조선 건국을 도왔다. 태조 5년(1397)에는 대마도도 토벌하였다. \n\n김사형의 묘는 부인 박죽산의 묘다.  봉분은 길고 납작한 화강암으로 3단의 둘레돌을 둘렀다. 묘소에는 묘비, 상석, 향로, 장명, 한 쌍의 문인이 있다. 비석은 원본이 소실된 후 재건되었다. 개인지붕이 있는 장명등은 앞뒤로 창이 넓고 양쪽이 닫혀 있는 조선 초기의 전형적인 모습이다. 무덤 양쪽에 서 있는 문석도 조선초기 문인의 특징을 가지고 있는데 특히 수염의 표현이 눈에 띈다. \n\n김사형은 조선 건국의 공로로 조선 초기에 중요한 역할을 한 역사적 인물입니다. 고분을 둘러싸고 있는 삼층석, 넓은 창을 가진 장명등, 대웅전을 안고 있는 문인석 등 조선 초기 양식을 반영하고 있다.",mrc-0-001634,조선 전기의 양식을 반영해서 화강암으로 만든 것은?,익원공김사형묘역
1145,"{'answer_start': [62], 'text': ['매일 밤 10시']}","교육사업\n* 한글야학: 강제이주 등으로 모국어를 잃은 동포들에게 실질적인 한국어 소통 교육을 실시합니다.  (매일 밤 10시 수업 시작)\n* 어린이반 : 중도 입국한 자녀들을 위한 프로그램으로 자원봉사자 중심으로 운영된다. 책읽기, 민속놀이 체험, 야외활동 체험, 만들기, 한식 등\n* 문화교실: 문화차이로 인한 갈등과 오해를 극복하기 위한 문화교육 활동으로 역사 학습 및 생활문화 체험 \n\n 상담센터 Operation Project\n한국인 파견근로자의 근무환경, 불안정한 고용형태, 가정생활의 다양한 어려움으로 인해 발생하는 다양한 문제를 해결하고 있습니다. (현지 노동법률사무소 및 산하기관 자문체제 구축)\n* 산재, 임금체불 등 노동문제 상담 및 해결\n* 조사사업(근로조건)\n* 취업상담\n * 생활고민 상담\n\ n생활통역 및 번역지원사업\n* 출입국관리사무소\n* 비자\n* 국민연금\n* 공증\n* 기타 생활법률지원\n\n지원사업 및 긴급구호활동\ n의료급여 부족으로 인한 의료 사각지대 거주 고려인 대부분을 대상으로 의료지원 활동 \n* 긴급의료비 모금활동\n* 지역의료보험 가입 행정지원\n* 병원치료 통역지원\n* 지역의료단체 및 병원 연계 : 물리치료, 치과검진 등 긴급생계지원 및 동포 위로금을 지원합니",mrc-0-001750,한국어 야간 수업은 언제부터 시작되는가?,너머
310,"{'answer_start': [504], 'text': ['헬렌 헤이즈']}","지금 미국에게 중요한 것은 매년 전국에 흩어져 있는 대학들로부터 뜨거운 열망을 품고 매년 1,000명에 가까운 연극계 졸업생을 배출하고 있다는 점이다. 이들은 학창시절부터 이미 브로드웨이에 견줄 데 없는 좋은 극장을 갖고 있고, 그 중심에서 전문 배우들과 교류하며 실용주의를 익힌 사람들이다. 고등학교 교사가 되는 사람, 영화나 방송계에 진출하는 사람, 직업극단에 들어가는 사람이 많습니다. 하지만 그들이 진정 원하는 것은 센터에서 자신의 이름을 알릴 수 있는 배우와 기술 또는 브로드웨이 경력입니다. \n\n이러한 요구를 충족시키기 위해 설립된 조직은 Fenix ​​Theatre, T. 이자형. Hambleton과 Norris Horton은 중앙 직업과 대학을 연결하기 위해 손을 잡았습니다. 1966년 브로드웨이 한가운데 45번가 라이삼극장에서 공연을 시작해 오늘날에는 'APA-Phoenix'로 불리고 있다.  1주에 3일, 20년대의 작품인 조지 케리의 <자랑거리>가 미국 최대의 여자 배우 헬렌 헤이즈의 주연으로 상연되어 놀라운 호평을 얻었고, 그 낡았다고 생각되었던 작품이 오늘날 다시 부활되어 흥미를 끌고 있는 것은 이 극장의 질을 말해 주고 있는 것이다. 이러한 전국적인 활동의 실행을 지원하고 촉진하는 것은 국립극장협회(ANTA)와 배우 조합의 조직이라고 생각됩니다. 이러한 활동을 통해 Ellis Rabb와 같은 유능한 감독들이 배출되었습니다. \n\n영국의 경우 연극계 현황이 매우 활발하고 대졸자와 지역극단을 연결해주는 단체가 있어 배우, 감독, 작가들이 점차 젊은 세대로 옮겨가고 있다. 중앙에 정부 자금이 사용됩니다. 미국에서는 민간자금을 모아 실천하고 있는데, 특히 지역극장의 전문적인 활동이 활발한 과도기에 있다고 할 수 있다. 미니애폴리스의 Tyrone Girdley Theatre, 워싱턴의 Arena Theatre, Dallas의 Dallas Theatre Center, Chicago의 Goodman Memorial Theatre, Boston의 Theatre Company, Cleveland의 Euclid 77 Theatre, Houston의 Ali Theatre, Los Angeles의 Center Theatre Group, Princeton이 있습니다. 매카터 씨어터, 샌프란시스코 아메리칸 콘서바토리 씨어터, 시애틀 씨애틀 레퍼토리 씨어터 등 매 시즌 많은 작품을 선보이며 활발한 활동을 펼치고 있는 극장.",mrc-0-000455,<자랑거리>가 다시 극장에 나왔을 때 주인공을 맡은 여자는?,미국 연극
1692,"{'answer_start': [167], 'text': ['런던브리지']}","버로우 마켓은 수요일과 목요일 오전 10시부터 오후 5시까지 열립니다. 그리고 토요일에는 오전 8시부터 오후 5시까지. 도매시장은 평일 오전 2시부터 오전 8시까지 운영됩니다. \n\n현재 버러 마켓은 런던 브리지 남단 서더크 대성당 바로 넘쪽의 서더크 가와 버러 하이 가에 위치해 있으나, 원래는 런던브리지 끝쪽에 바로 맞닿아 있었다. 버로우 마켓은 1276년 문헌에 처음 등장했지만, 시장 자체가 1014년경 ""또는 그 때부터"" 생겨났다고 주장한다. 시장이 처음 만들어진 후 시장의 위치는 하이 스트리트에 있는 성 마가렛 교회의 남쪽 끝으로 조금씩 옮겨갔다. 1550년 런던 시는 에드워드 4세 왕으로부터 서더크 지역의 모든 시장을 운영할 수 있는 왕실 특허를 받았으며, 1671년 찰스 2세에 의해 다시 공식적으로 확인되었습니다. 그러나 시장 위치의 특성상 종종 교통 체증이 발생하여 1754년 의회법에 따라 철거되었다. \n\n구 자치구 시장의 철거를 요구하는 의회 법률은 지역 주민들이 새로운 위치에 또 다른 시장을 건설할 수 있도록 허용했으며 1756년 로체스터 야드 지역 부지(약 18,000m²)에 자치구 시장이 다시 문을 열었습니다. 19세기에는 런던 풀의 강 부두와 인접해 있어 런던 최고의 식료품 시장이 되었습니",mrc-0-002589,버러 마켓은 본래 어느 다리의 끝부분과 맞닿아 있었나요?,버러 마켓
22,"{'answer_start': [1298], 'text': ['아나키스트 FAQ의 저자']}","블라디미르 레닌은 『무엇을 할까?』에서 사회주의 혁명가들을 일반 노동 대중과 구별하고 전자가 후자를 통일된 방식으로 이끌어야 한다고 주장했다. 이를 '전역정당론'이라고 한다. \n\n그는 공산주의 운동에서 산업 노동자에 기반을 둔 모든 전문 혁명가가 자신의 이상에 따라 쁘띠 부르주아적 편견을 가질 수 있다고 주장했습니다. 또한 노동자의 이익을 대변하는 각종 운동에 참여하는 산업 노동자들이 주도하는 '아래로부터의 사회주의'에 기초한 모든 운동(생디컬리즘 등)은 실패했다. 혁명은 불가능하다고 여겨졌다. 교육 수준이 낮은 노동자들조차 자본의 노예가 되었지만, 블라디미르 레닌은 당의 지도력 없이는 룸펜 프롤레타리아트 대열에 설 수 있다고 경고했습니다. 또한 대다수의 노동자들은 아직 사회주의와 공산주의를 이해하지 못하였기 때문에 사상적 분열이 혁명활동의 분열로 이어질 것이라고 믿고 단결 없는 혁명적 행위에서 공산주의를 뜻대로 해석하였다. \n\n나중에 레닌은 『공산주의운동의 좌익소아병』에서 전위당론을 반대하는 이들을 다음과 같이 비판했다. \n\n당 독재 또는 계급 독재, 노동 운동 지도자의 독재, 또는 대중의 독재? 이 사람들은 완전히 특별한 것을 발명하고 싶어하며 현명하기 위한 노력에 스스로를 비웃고 있습니다. 당원칙과 당규율을 거부하는 것은 반혁명파의 주요 정치논제이다. 그리고 이것은 부르주아지의 이익을 위해 프롤레타리아트를 완전히 무장해제시키는 것과 같습니다. 이것은 소부르주아적 분열과 동요로 이어지며, 이는 그대로 두면 프롤레타리아트 혁명 운동을 필연적으로 분쇄할 뿐만 아니라 연속성, 통합 및 조직적 행동에 대한 소부르주아의 무능력으로 이어집니다. 프롤레타리아 독재는 투쟁 훈련을 받은 철인 정당, 특정 계급의 모든 정직한 사람들의 신뢰를 누리는 정당, 분위기를 관찰하고 영향을 미칠 수 있는 정당 없이는 그러한 투쟁을 성공적으로 수행할 수 없을 것입니다. 대중의. 캔트 |블라디미르 레닌, 『공산주의 운동의 '좌파' 소아과』에서 그랬다. 그는 일부 고도로 활동적인 노동자, 전문 혁명가, 사회주의 학자들이 대다수의 산업 노동자와 농민을 이끄는 전위를 형성해야 한다고 주장했다. 이 과정에서 레닌은 산업 노동자, 농민, 전문 혁명가 사이의 위계질서와 하향식 관계를 옹호했다. 사실 볼셰비키는 소수의 혁명적 노동자와 농민이 이끄는 레닌의 전위였으며 러시아 제국을 철저히 전복했다. \n\n그러나 전위 정당 이론은 주로 무정부주의자들과 좌파 공산주의자들의 비판의 대상이 되었습니다. 이러한 전위체제론으로 레닌주의를 제외한 몇몇 마르크스주의자들과 공산주의자들은 레닌주의를 일종의 권위주의로 비판했다.  아나키스트 FAQ의 저자들은 다음과 같이 언급하기도했다. “이런 순전한 엘리트주의는 사회주의가 노동계급의 자기 해방이라는 견해를 완전히 위반하는 것입니다. 게다가 권력자의 선의에 대한 맹목적인 믿음에 바탕을 둔 유토피아적 사상이다. ",mrc-1-000031,레닌의 전위당론을 엘리트주의라며 비판한 사람은?,레닌주의
1874,"{'answer_start': [334], 'text': ['조선민주주의인민공화국']}","Pervez Musharraf 파키스탄 대통령은 Abdul Qadir Khan 박사가 1980년대 후반에 조선민주주의인민공화국에 핵무기 제조에 필수적인 원심분리기의 설계와 부품, 그리고 20개 이상의 완성된 원심분리기 및 관련 기술을 제공했다고 말했습니다. 동시에 이란에도 원심분리기를 공급했다. \n\n미국 의회 조사국의 CRS 보고서에 따르면 ""칸 박사가 리비아에 판매한 중화인민공화국의 핵탄두 계획을 조선민주주의인민공화국에 넘겼을 수 있다""고 합니다.  \n\n칸 박사는 파키스탄으로부터 우라늄 농축 핵프로그램(UEP)에 사용되는 원심분리기를 지난 2000년 파키스탄 보안요원들의 감독 하에 조선민주주의인민공화국 항공기에 선적, 조선민주주의인민공화국에 제공했다고 밝혔다. \n\n박사. 칸은 ""베나지르 부토 총리는 나의 요청에 따라 중화인민공화국 및 조선민주주의인민공화국과의 거래를 수락했다""고 말했다. 파키스탄은 북한에 우라늄 농축에 사용되는 원심분리기를 제공하고 그 대가로 미사일을 획득한 것으로 알려졌다. 부토 총리는 2007년 12월 총선 도중 사망했다. \n\n부토의 측근이자 저널리스트인 Siyam Bhatia가 출판한 책에서 Benazir Bhutto 전 총리가 1993년 국빈 방한했을 때 그는 코트 주머니에 우라늄 농축 기술이 담긴 CD를 건넸습니다. 칸 박사는 조선민주주의인민공화국에서 미사일 기술을 가져왔다는 주장이 사실이냐는 질문에 ""그런 말을 뒷받침할 방법이 없다""고 말했다.",mrc-0-002855,칸 박사가 우라늄 농축에 사용되는 원심분리기를 보낸 나라는 어디인가?,압둘 카디르 칸
115,"{'answer_start': [677], 'text': ['워싱턴 DC']}","루터는 1936년 11월 2일 미네소타주 세인트폴에서 로마 가톨릭 어머니와 성공회 아버지 사이에서 태어났습니다. 돌이켜보면 그녀는 자신의 양육 방식을 억압적이기보다는 자유롭고 인본주의적이라고 묘사했습니다. Liuther의 아버지는 그녀가 12세였을 때 세상을 떠났고, 그 후 Liuther와 그녀의 어머니는 캘리포니아로 이사했습니다. 루터는 프로비던스 자매가 일하는 세인트루이스의 여러 가톨릭 학교에 다녔습니다. 그녀는 어머니의 친구들과 함께 루터에게 강력한 페미니스트이자 활동가 기반을 제안했습니다. 그녀는 1954년부터 1958년까지 스크립스 대학교에서 대학 교육을 받았습니다. 그녀는 미술을 공부할 의도로 입학했지만, 로버트 팔머 교수의 영향으로 고전을 배우기로 결정했습니다. 그리스-로마 고전 문화에 대한 팔머의 열정은 루더에게 당대의 철학과 역사를 소개했습니다. 그녀는 Claremont Theological Seminary에서 고전과 로마 역사로 석사 학위를 받은 후 고전과 민족학으로 박사 학위를 받았습니다. \n\n루터는 1960년대에 미시시피와 워싱턴 DC에서 민권 활동에 참여했습니다. 그녀는 미시시피 주의 델타 부서에서 일하면서 흑인 커뮤니티의 투쟁과 인종 차별의 현실을 접했습니다. 하워드 대학교의 종교 학교에서 가르치는 동안 그녀는 흑인 해방 신학 문헌에 몰두하게 되었습니다.  그녀는 워싱턴 DC의 평화 운동에 시간을 바쳤으며, 행진과 시위 때문에 다른 급진 가톨릭 신자들과 개신교 신자들과 함께 감옥에 자주 갔다. \n\n그녀의 급진주의에도 불구하고 루터는 다른 종교 활동가들과 함께 가톨릭 교회에 남았습니다. 그녀의 첫 번째 책인 The Church Against Herself(1967)는 성과 재생산에 대한 교회의 교리와 견해를 비판합니다. \n\n그녀는 정치학자 Hermann Lute와 결혼했습니다. 그들은 Liuter의 대학 마지막 해에 결혼한 후 서로 다른 관심사를 공부했습니다. 그들은 3명의 자녀를 두고 있으며 캘리포니아에 살고 있습니다.",mrc-1-000175,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,로즈마리 래드포드 류터
53,"{'answer_start': [859], 'text': ['중랑']}","원래 농부이자 목축업을 하던 그는 장성한 형 복기에게 재산을 모두 물려주고 양 100마리 정도만 데리고 집을 나섰다. 수십 년 후, 양의 수는 천 개가 넘었고 두 배는 다시 집과 밭을 샀습니다. 그 사이 복기가 부도나서 복기가 다시 재산을 분담했다. \n\n이때 전한은 흉노와 싸우고 있었다. Doubles는 재산의 절반을 외곽으로 보내고 법원에 전쟁에 사용하도록 청원했습니다. 황제는 복식에게 사람을 보내어 물었다. \n공공직을 원하십니까?\n어릴 때부터 양치기를 해왔기 때문에 다른 직업이 필요하지 않습니다. \n당신의 가족은 누명을 쓴 적이 있습니까?\n나는 누구와도 적대적이지 않았습니다. 가난한 도움, 나쁜 안내자, 그래서 사람들이 나를 따릅니다. 거짓 이름 같은 것은 없습니다. 현자가 예의를 위해 죽고 부자가 재물을 바치면 흉노는 패하리라. \n황제가 공순홍에게 의복에 대해 말하자 공순홍이 말했다. \n이것은 인간의 감정이 아닙니다. 윗사람에게 순종하지 않는 종이 법을 어지럽힌다. 받아들이지 마세요. \n언타이틀드가 몇 년 동안 자신의 의견에 답을 하지 못한 채 의상을 벗고 의상을 집으로 돌려보냈다. \n\n여년 후, 적 2년(기원전 121년) 흉노의 혼야왕이 항복하고, 가난한 사람들의 이민 정책으로 인해 법원은 많은 돈을 지출하여 국고를 남겼습니다. 비어있는. 의상은 가난한 이들의 이사비를 충당하기 위해 하남에 20만전을 기부했다. 총독의 보고를 받은 황제는 의상이 완성되었음을 깨닫고 그 대가로 400명에 대한 의무를 면제할 수 있는 권한을 주었지만, 의상 착용도 거부했다.  이 즈음에 다른 부호들은 모두 각자의 재산을 불리기에 급급하였고, 오로지 복식만이 나라의 경비를 보조하려 하였기 때문에 무제는 그를 중랑(中郞)에 임명하고 좌서장 작위와 밭 10경을 내려주는 한편 천하에 포고하여 다른 이들의 본보기가 되게 하였다. \n\n더블은 가운데 자리를 원하지 않았지만, 무제는 상림원(上林苑) 양치기 양치기를 핑계로 자리를 양보했다. 이에 대해 두 사람은 이렇게 말했다. \n양과 사람도 마찬가지입니다. 전체 그룹에 해를 끼치지 않도록 적시에 악당을 물리쳐야 합니다. \n무제(武帝)가 의복을 현에 임명하고 의복이 업적을 쌓아 제나라의 아버지이자 제나라의 신하를 지냈다. \n\n원정 5년(기원전 112년), 궁중에서 남월을 진압할 준비를 하고, 의상 자체가 전쟁을 일으켰다. 무제(武帝)는 의상을 독특하게 여겼고 칭호를 총독(官官)으로 격상해 세상에 선포했지만 백 여명의 후궁들 가운데 군벌을 자처하는 사람은 없었다. 동시에 제갈사건이 일어나 상당수의 귀족들이 직위를 박탈당했다. \n\n원정 6년(기원전 111년)에 석경을 계승하여 어사대부가 되었다. 그러나 소금과 철의 독점과 선박에 부과되는 세금으로 인해 지역 곳곳에서 고통을 받자 폐지를 주장했다. 그 후 그는 천국을 즐기다가 죽었습니다.",mrc-0-000080,복식이 무제에게 하사받은 직위는 무엇이었나요?,복식
